subject,email_body,Category
Thank you for applying with Genpact,"Dear Michael Gary Scott [REDACTED_NAME] Veeraiah,
 
 Thank you for your interest in the Business Analyst - Data Analyst position at Genpact. We've received your application and truly appreciate your time and effort!
 Here are your account details :
 Username: [REDACTED_NAME][REDACTED_NAME]v
 Email ID: 
 Please do make a note of your password for the future. In case you forget it, here is the link for resetting it.
 If your Profile suits for our role requirements, our recruitment team shall surely reach out to you. 
 Apart from this application, you can also browse through more job openings here and apply using your credentials.
 What's more, if you want to know more about Genpact and our offerings, do visit www.genpact.com.
 
 Here's wishing you continued success in your job search ahead!
 Best regards,
 Team Genpact",Confirmation
We’ve received your application to join Alaan!,"Hi Michael Gary Scott,
Thank you for your interest in the Product Analyst role at Alaan! We’re excited to receive your application and will review it carefully. 
We truly appreciate the time and effort you’ve invested in showcasing your skills and experience. If your qualifications align with what we’re looking for, we’ll be in touch with the next steps via this email.
As we receive a high volume of applications, we may not be able to respond to everyone individually, but rest assured that each submission is reviewed with care.
Thank you again for considering Alaan — we’re grateful.
Warm regards,
People Team at Alaan",Confirmation
Confirming your PwC job application,"Hello Michael Gary Scott
Thank you for applying to us. You've applied to Data Loss Analyst .
Please create an account in our Candidate Portal in order to follow progress of your job application and complete application tasks in your Candidate Profile.
https://pwc.wd3.myworkdayjobs.com/CRM_Experienced_Careers_Site/login?Job_Application_ID=bb73b424b412901b597725688e000001
Note: We recommend using the email address at which you received this notification to set-up your Candidate Portal Account.
Thanks again for your application.
Kind regards.",Confirmation
Your application for Data Analyst at Anthology,"Anthology	
Dear Michael Gary Scott,
Thank you for your interest in a career at Anthology. We have received your application for Data Analyst.
What happens now? We will review your application and will contact you if there is a good match.
To view the status of your application, please use the following link:
Application Status
Please do not respond to this email. This inbox is not monitored.
Sincerely,
The Anthology Recruiting Team",Confirmation
"Michael Gary Scott, thank you for your application to BPM LLP!","Dear Michael Gary Scott,
 
Thank you for your interest in BPM! We have received your application for the Data Analyst and are excited to learn that you would like to join our community of professionals. Here’s what you can expect next: 
Our team will review your application and will be in touch with you if your qualifications align with our role. From there, we would get to know you more through our interview process. 
If we determine that your qualifications are not the right fit at this time, we will email you to let you know. 
In the meantime, here are a few resources to check out to learn a little more about our Firm and our culture: 
 BPM offers a wide range of benefits aimed at helping our colleagues be successful in work and life. Benefits - BPM 
 We foster a welcoming and inclusive environment where our colleagues feel valued, supported and appreciated from day one. Diversity and Inclusion in the Workplace - BPM 
 Our goal is to be the most flexible firm in the profession, a place where our colleagues have the space to define their own success. BPM Flex - BPM 
Again, thank you for your interest in BPM. You will hear back from us soon. 
Best wishes on your career search, 
The BPM Talent and Acquisition Team",Interview
Thanks for applying to Google,"Hi Michael Gary Scott V,
Thanks for applying to Google! There are a ton of great companies out there, so we appreciate your interest in joining our team.
While we’re not able to reach out to every applicant, our recruiting team will contact you if your skills and experience are a strong match for the role. In the meantime, join the conversation about job opportunities and life at Google on our page.
We appreciate your interest in joining us.
Google Recruiting",Confirmation
Thanks for applying to Google,"Hi Michael Gary Scott V,
Thanks for applying to Google! There are a ton of great companies out there, so we appreciate your interest in joining our team.
While we’re not able to reach out to every applicant, our recruiting team will contact you if your skills and experience are a strong match for the role. In the meantime, join the conversation about job opportunities and life at Google on our page.
We appreciate your interest in joining us.
Google Recruiting",Confirmation
Thank you for your application for Data Analyst,"Dear Michael Gary Scott ,
Thank you for your interest in a career at Takeda. We sincerely appreciate the time you took to apply for the position of Data Analyst .
For more than 240 years, Takeda has been bringing hope of Better Health and a Brighter Future to millions of people worldwide through our empathetic and people-centered approach to medicine. We're looking for individuals who will be inspired by our mission and who want to make a positive impact on people’s lives every day.",Confirmation
Wells Fargo Careers: Thank you for applying,"Dear Michael Gary Scott,
Thank you for your interest in Wells Fargo. We have received your application for the following position:
R-438834 Analytics Associate
We appreciate the time you have taken to share your background and experience with us. You can check your status by accessing your Candidate Home from the Wells Fargo career page.
At Wells Fargo, we value the viewpoints of our employees and encourage them to be their best. Consider joining our diverse and inclusive team where you will feel valued and inspired to contribute your unique skills and experience. We are looking for talented people who will put our customers at the center of everything we do. It all begins with outstanding talent. It all begins with you.
Best Regards,
Wells Fargo Talent Acquisition",Confirmation
"Michael Gary Scott, your application was sent to Rupeek","Your application was sent to Rupeek
͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ 
 
Michael Gary Scott
Your application was sent to Rupeek
Rupeek 
Data Analyst
Rupeek · Bengaluru (On-site)
Applied on March 13, 2025
Now, take these next steps for more success
View similar jobs you may be interested in
Accenture 
Analytics and Modeling Analyst
Accenture · Mountain View, CA (On-site)
Rekha Nagaraj 
3 connections
Mentor Me Collective 
2 company alumni
Coursera 
239 school alumni
Poshmark 
Data Analyst (Growth)
Poshmark · Redwood City, CA (On-site)
Coursera 
8 school alumni
Empiric 
Data Analyst
Empiric · San Francisco Bay Area (On-site)
Easy Apply 
Easy Apply
This email was intended for Michael Gary Scott (Data Science and Analytics | Python, Tableau, SQL)
Learn why we included this.
You are receiving notification emails.",Confirmation
Thank you for applying to Clarivate Analytics,"Dear Michael Gary Scott,
Thank you for your interest in Clarivate!
We have received your application and want to provide you with information on our hiring process. Clarivate's Interview process starts with an introductory call with our Talent Acquisition team. If you are selected for the initial screening, you will hear directly from our Talent Acquisition team member assigned to this position. The top candidates are then scheduled with the hiring manager for the initial interview, Round 1; and finalist candidates will meet the extended team for Round 2 interviews. Depending on the role you are interested in, the Round 2 interview may include a presentation or technical assessment. Finalist candidates will be asked to provide references and submit to background checks prior to hire.
To track the status of your application, please create your Clarivate candidate home account using the following URL
https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/login?Job_Application_ID=58a08d52b72c90018ab85e055d8d0002
Due to the high volume of applicants who apply to Clarivate, you will only be contacted if there is an interest. We would like to invite you to 
Please also sign up to our Talent Network to receive job alerts for future openings
https://careers.clarivate.com/jointalentcommunity/
Kind regards,
Clarivate Recruitment Team",Interview
BCG Application Confirmation,"Hi Michael Gary Scott,
Thank you for taking the first step in exploring career opportunities with Boston Consulting Group (BCG). We’ve received your application for the role of Data Analyst, Predictive Analytics, India- X Delivery and truly value the time and effort you’ve invested into this process.
At BCG, we believe in unlocking the potential of those who advance the world. Our recruiting team will review your application, and we’ll be in touch if your skills and experience align with the role.
To keep your profile up to date, you can log in at any time using the links below:
 Student portal - primarily for university students and recent graduates
 Experienced portal - primarily for professionals with work experience
We look forward to reviewing your application for opportunities at BCG.
Regards,
Your BCG Recruiting Team",Confirmation
Thank you for your interest in Citi!,"Dear Michael Gary Scott,
Thank you for taking the time to apply for the role of Digital Data Analyst-25839528. We look forward to finding out more about you, learning what you can bring to the team, and seeing what we can do to help you make progress in your career.
Once we review your application, if we feel you are a good fit for this role, we’ll reach out to you with information about next steps.
Thanks again for your interest in building your career with Citi.
Best regards,
Citi Global Talent Acquisition",Confirmation
A Task Awaits You: Complete Questionnaire - Review Candidate for Job Application: Michael Gary Scott - 25839528 Digital Data Analyst (C108955703),"Please log into the Workday system to complete this action.
Click here to view the notification details.
This email was intended for",Action Required
"Michael Gary Scott, your application was sent to Cleartrip","Your application was sent to Cleartrip
͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ 
 
Michael Gary Scott
Your application was sent to Cleartrip
Cleartrip 
Associate Business Finance (Data Analyst)
Cleartrip · Bengaluru (On-site)
Applied on March 13, 2025
Now, take these next steps for more success
View similar jobs you may be interested in
Stride, Inc. 
Data Science Intern
Stride, Inc. · United States (Remote)
Coursera 
1 school alum
Accenture 
Analytics and Modeling Analyst
Accenture · Mountain View, CA (On-site)
Rekha Nagaraj 
3 connections
Mentor Me Collective 
2 company alumni
Coursera 
239 school alumni
Empiric 
Data Analyst
Empiric · San Francisco Bay Area (On-site)
Easy Apply 
Easy Apply
This email was intended for Michael Gary Scott (Data Science and Analytics | Python, Tableau, SQL)
Learn why we included this.
You are receiving notification emails.",Confirmation
"Michael Gary Scott, your application was sent to Muthoot Fincorp Ltd.","Your application was sent to Muthoot Fincorp Ltd.
͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ 
 
Michael Gary Scott
Your application was sent to Muthoot Fincorp Ltd.
Muthoot Fincorp Ltd. 
Data Analyst
Muthoot Fincorp Ltd. · Chennai (On-site)
Applied on March 13, 2025
Now, take these next steps for more success
View similar jobs you may be interested in
Accenture 
Analytics and Modeling Analyst
Accenture · Mountain View, CA (On-site)
Rekha Nagaraj 
3 connections
Mentor Me Collective 
2 company alumni
Coursera 
239 school alumni
Poshmark 
Data Analyst (Growth)
Poshmark · Redwood City, CA (On-site)
Coursera 
8 school alumni
Empiric 
Data Analyst
Empiric · San Francisco Bay Area (On-site)
Easy Apply 
Easy Apply
This email was intended for Michael Gary Scott (Data Science and Analytics | Python, Tableau, SQL)
Learn why we included this.
You are receiving notification emails.",Confirmation
"Michael Gary Scott, your application was sent to Truecaller","Your application was sent to Truecaller
͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ 
 
Michael Gary Scott
Your application was sent to Truecaller
Truecaller 
Data Analyst
Truecaller · Bengaluru (Hybrid)
Applied on March 13, 2025
Now, take these next steps for more success
View similar jobs you may be interested in
Accenture 
Analytics and Modeling Analyst
Accenture · Mountain View, CA (On-site)
Rekha Nagaraj 
3 connections
Mentor Me Collective 
2 company alumni
Coursera 
239 school alumni
Poshmark 
Data Analyst (Growth)
Poshmark · Redwood City, CA (On-site)
Coursera 
8 school alumni
ByteDance 
Network Data Analyst
ByteDance · San Jose, CA (On-site)
Yitao Liu 
1 connection
Coursera 
13 school alumni
Easy Apply 
Easy Apply
This email was intended for Michael Gary Scott (Data Science and Analytics | Python, Tableau, SQL)
Learn why we included this.
You are receiving notification emails.",Confirmation
